Moisture_Level,temperature_C,humidity,Is_rainy,Reduce_Water
33,29,94,1,0
61,22,88,0,1
78,18,74,1,0
40,22,76,0,1
75,35,93,1,0
72,20,91,0,1
51,23,38,0,1
74,26,64,1,0
64,35,81,0,1
58,28,54,0,1
31,29,82,1,0
36,35,56,1,0
53,35,60,1,0
66,26,46,1,0
81,41,38,1,0
73,21,66,1,0
91,36,37,0,0
85,38,81,1,0
82,19,48,1,0
87,20,31,0,0
62,22,42,0,1
34,22,49,1,0
38,38,64,1,0
50,33,100,0,1
71,34,93,0,1
98,35,55,0,0
49,26,41,1,0
33,27,88,1,0
92,23,64,0,0
52,17,100,1,0
96,27,35,1,0
92,24,57,1,0
56,33,88,1,0
90,34,55,1,0
46,38,61,0,1
74,32,98,0,1
77,25,100,0,1
53,21,32,0,1
36,29,98,0,1
92,23,64,0,0
39,19,95,1,0
50,38,61,1,0
52,40,50,1,0
64,22,81,1,0
60,29,54,1,0
40,21,52,1,0
37,19,38,1,0
95,32,85,0,0
79,25,85,0,1
92,34,78,0,0
40,35,65,1,0
42,26,97,0,1
79,31,66,1,0
97,17,36,0,0
97,30,87,0,0
76,28,85,0,1
88,31,80,1,0
84,34,68,0,0
99,33,80,0,0
85,35,67,0,0
89,31,48,1,0
44,32,93,1,0
50,36,92,1,0
54,32,35,1,0
31,30,74,1,0
77,41,68,0,1
32,18,51,1,0
84,34,57,1,0
61,33,41,1,0
54,35,41,0,1
95,26,49,0,0
82,34,82,1,0
72,28,66,1,0
75,31,47,0,1
57,20,81,1,0
38,36,36,1,0
38,34,81,1,0
40,19,42,1,0
83,19,76,1,0
58,32,88,0,1
83,17,48,1,0
74,41,68,0,1
39,33,35,1,0
96,39,67,1,0
89,19,81,1,0
90,40,82,0,0
40,28,93,1,0
59,21,73,1,0
36,37,52,1,0
96,39,82,0,0
74,27,54,1,0
98,35,39,1,0
61,19,66,1,0
75,39,85,1,0
31,33,84,0,1
84,25,90,1,0
49,25,93,0,1
82,24,50,0,0
66,20,96,1,0
34,24,78,0,1
44,18,31,0,1
31,33,67,0,1
76,38,100,0,1
69,31,78,1,0
54,33,40,0,1
95,30,40,0,0
30,41,65,0,1
37,32,38,0,1
44,22,58,1,0
55,30,62,1,0
30,34,97,1,0
77,19,85,1,0
76,32,35,0,1
63,30,78,1,0
68,42,94,0,1
57,22,84,0,1
91,21,94,1,0
96,24,70,1,0
94,25,73,1,0
82,31,82,1,0
97,22,60,1,0
42,18,68,1,0
52,28,86,1,0
57,26,98,1,0
82,18,76,1,0
40,33,65,1,0
65,23,61,0,1
72,19,91,1,0
36,37,54,0,1
56,30,70,0,1
88,40,69,0,0
54,22,79,1,0
95,22,64,1,0
67,25,61,0,1
31,25,69,1,0
84,42,68,1,0
86,29,94,1,0
90,22,36,1,0
30,32,36,0,1
69,38,90,1,0
93,37,30,1,0
89,19,96,0,0
41,22,37,1,0
45,18,48,1,0
53,30,38,1,0
61,30,73,1,0
84,28,78,0,0
47,20,73,0,1
71,33,50,1,0
44,24,60,0,1
62,30,42,0,1
87,19,30,0,0
72,34,96,1,0
93,40,66,0,0
63,38,51,1,0
96,26,42,1,0
59,33,34,1,0
60,38,86,1,0
49,29,97,1,0
34,32,38,1,0
82,33,93,0,0
53,32,98,0,1
34,23,36,1,0
47,35,70,0,1
94,27,68,1,0
53,37,50,0,1
49,31,75,0,1
45,40,71,1,0
49,34,69,1,0
48,22,74,0,1
70,36,62,1,0
62,33,82,1,0
57,41,78,1,0
84,39,73,1,0
67,42,44,0,1
95,26,59,0,0
47,26,52,0,1
53,26,85,1,0
98,24,60,0,0
84,33,95,0,0
79,17,69,0,1
77,34,42,1,0
46,20,52,1,0
95,18,68,1,0
68,19,75,1,0
41,35,64,1,0
52,40,83,0,1
33,17,34,1,0
69,30,53,1,0
41,42,78,0,1
37,24,86,0,1
79,23,37,1,0
75,18,75,1,0
45,26,54,1,0
30,31,90,1,0
95,20,90,0,0
70,41,100,1,0
58,17,80,0,1
73,32,80,1,0
69,40,54,1,0
88,23,34,1,0
43,22,66,1,0
93,25,65,0,0
94,19,68,0,0
49,19,69,0,1
90,37,47,1,0
99,17,50,0,0
70,20,65,0,1
55,33,62,1,0
100,17,49,1,0
46,41,76,0,1
30,27,38,0,1
73,36,37,1,0
84,41,47,1,0
50,20,35,0,1
80,28,47,0,1
77,31,51,1,0
38,34,82,0,1
31,22,74,1,0
97,38,41,1,0
94,25,42,1,0
81,39,39,0,0
79,35,86,1,0
61,27,31,1,0
30,28,98,1,0
37,35,33,0,1
53,20,61,0,1
91,31,38,0,0
31,17,31,0,1
78,19,39,1,0
69,41,33,0,1
83,36,45,0,0
90,20,82,1,0
78,37,30,1,0
92,28,81,0,0
75,41,41,0,1
54,32,75,0,1
92,34,33,0,0
49,41,93,1,0
49,18,64,0,1
79,42,93,0,1
64,34,77,1,0
32,26,61,0,1
35,26,42,1,0
43,17,68,0,1
85,19,45,0,0
79,22,88,1,0
68,31,38,1,0
44,19,86,1,0
30,37,61,0,1
76,22,51,1,0
99,29,61,1,0
80,23,76,1,0
65,32,90,1,0
87,37,40,1,0
35,32,91,0,1
52,35,71,0,1
37,37,63,1,0
43,33,37,0,1
90,35,95,0,0
82,19,41,0,0
74,37,91,0,1
52,32,92,1,0
50,42,57,0,1
77,41,63,0,1
58,38,90,1,0
98,25,59,1,0
70,36,86,1,0
48,41,82,1,0
30,28,50,1,0
77,30,61,0,1
65,26,36,1,0
87,40,60,1,0
44,31,92,0,1
86,41,91,1,0
52,21,35,1,0
51,23,53,1,0
59,20,59,1,0
41,30,45,1,0
87,31,80,1,0
33,23,47,1,0
66,19,75,0,1
41,27,75,0,1
79,17,44,0,1
41,25,91,1,0
38,28,77,1,0
39,37,54,0,1
58,40,43,1,0
88,19,77,0,0
97,31,62,0,0
97,19,60,0,0
65,35,37,0,1
70,25,55,0,1
76,19,53,1,0
47,22,69,1,0
83,22,92,0,0
57,27,83,0,1
86,28,87,1,0
78,25,68,1,0
93,37,90,1,0
47,21,94,1,0
69,41,99,1,0
32,25,50,0,1
58,25,85,0,1
89,26,64,1,0
86,17,38,1,0
81,38,81,0,0
62,28,50,0,1
41,18,47,1,0
78,25,50,1,0
93,19,100,1,0
76,36,41,1,0
85,33,86,0,0
64,25,47,0,1
35,31,37,0,1
74,17,94,1,0
75,40,56,0,1
57,27,76,0,1
61,30,57,1,0
74,31,79,0,1
71,34,56,1,0
35,30,99,1,0
63,18,63,0,1
93,42,60,0,0
91,32,34,0,0
49,23,57,0,1
47,35,60,1,0
47,35,36,1,0
77,26,68,0,1
50,38,91,1,0
34,25,97,0,1
78,17,52,1,0
78,34,64,0,1
54,41,45,1,0
60,36,94,0,1
48,22,71,0,1
76,17,93,0,1
34,32,90,1,0
50,39,89,0,1
36,37,41,0,1
74,21,55,1,0
77,33,67,0,1
82,37,81,0,0
88,27,43,1,0
40,30,34,0,1
71,32,40,0,1
94,35,60,1,0
80,37,39,1,0
64,24,93,0,1
73,19,92,0,1
85,42,66,1,0
30,27,76,1,0
87,27,60,1,0
79,26,97,0,1
59,30,90,1,0
76,36,47,1,0
72,35,74,1,0
39,18,69,1,0
53,34,32,1,0
99,36,98,1,0
48,34,44,1,0
52,27,75,0,1
58,40,31,0,1
91,37,30,1,0
81,21,64,0,0
77,41,61,1,0
33,35,45,1,0
77,29,57,1,0
64,32,95,1,0
70,37,68,0,1
52,24,33,1,0
82,34,64,1,0
92,23,49,1,0
42,35,48,1,0
58,29,80,1,0
32,24,73,1,0
61,41,92,1,0
84,35,84,1,0
96,37,47,1,0
31,23,59,1,0
43,26,51,1,0
32,17,40,0,1
84,40,63,0,0
97,36,42,1,0
94,33,93,1,0
31,33,78,1,0
77,38,70,0,1
34,21,79,1,0
70,34,38,1,0
49,21,77,0,1
74,31,43,0,1
75,25,96,1,0
81,23,72,1,0
36,18,41,1,0
31,31,57,1,0
50,38,62,0,1
57,18,77,1,0
30,34,83,0,1
80,29,74,0,1
88,33,81,1,0
70,17,81,1,0
44,30,80,1,0
99,30,83,0,0
61,19,98,0,1
40,26,80,0,1
93,28,93,1,0
68,31,35,0,1
78,20,75,0,1
33,35,45,1,0
100,30,35,0,0
59,28,62,0,1
64,33,34,1,0
78,41,64,0,1
70,33,68,0,1
85,19,67,1,0
31,37,92,1,0
68,37,92,0,1
92,34,45,0,0
80,33,74,0,1
94,32,77,0,0
62,17,41,0,1
38,30,53,1,0
62,39,98,0,1
41,35,30,0,1
56,22,56,0,1
95,32,39,0,0
65,33,63,1,0
83,37,71,1,0
89,34,54,1,0
31,38,78,1,0
100,41,98,0,0
86,33,93,0,0
98,38,44,0,0
39,32,44,1,0
73,30,37,1,0
44,17,74,0,1
77,19,67,0,1
58,25,75,1,0
82,20,57,0,0
44,42,81,1,0
58,35,75,1,0
54,41,79,1,0
95,20,40,0,0
59,36,47,0,1
72,22,33,0,1
73,25,51,0,1
40,24,93,0,1
66,20,86,1,0
45,39,32,1,0
66,34,93,1,0
86,32,69,0,0
56,42,36,1,0
74,39,96,0,1
57,27,48,1,0
87,35,32,0,0
65,23,68,0,1
31,17,90,0,1
89,36,68,1,0
42,35,41,1,0
47,17,40,0,1
33,33,45,0,1
31,18,45,0,1
93,42,65,0,0
96,42,62,1,0
53,32,49,1,0
60,37,95,0,1
35,23,76,1,0
31,33,75,0,1
57,36,37,1,0
69,41,34,1,0
55,17,47,1,0
70,32,82,1,0
47,35,65,1,0
35,41,40,0,1
84,41,70,0,0
30,30,51,0,1
94,29,34,1,0
76,33,67,1,0
87,29,32,0,0
60,22,39,1,0
88,27,70,1,0
41,21,45,1,0
93,20,33,0,0
34,28,83,0,1
62,35,89,0,1
33,30,79,0,1
69,40,62,0,1
67,26,32,0,1
59,19,67,1,0
74,29,85,1,0
56,17,48,1,0
40,19,56,0,1
75,34,43,0,1
54,32,97,0,1
52,19,66,1,0
82,36,78,0,0
44,18,68,0,1
95,17,98,0,0
50,18,30,1,0
96,20,94,1,0
75,29,48,1,0
84,30,63,0,0
31,42,70,0,1
42,39,43,0,1
61,20,67,0,1
99,37,74,1,0
58,32,64,0,1
63,18,63,0,1
67,25,80,0,1
76,42,30,1,0
77,36,76,1,0
45,32,89,0,1
58,42,56,0,1
32,17,85,0,1
35,41,52,1,0
30,32,47,1,0
55,17,68,1,0
98,39,69,0,0
66,33,38,0,1
36,19,44,1,0
95,39,58,1,0
90,30,43,0,0
69,40,52,0,1
37,23,30,0,1
46,29,31,1,0
62,31,53,0,1
31,36,53,0,1
71,32,89,1,0
85,33,57,1,0
99,31,66,0,0
84,32,46,0,0
74,30,69,0,1
82,35,68,0,0
85,29,54,0,0
50,21,39,1,0
80,21,46,1,0
53,28,90,0,1
39,38,95,0,1
96,33,81,0,0
76,17,49,1,0
54,25,51,0,1
88,30,38,1,0
92,22,98,0,0
87,36,67,1,0
97,36,36,0,0
84,24,74,0,0
58,30,81,0,1
93,18,90,0,0
30,35,44,1,0
87,26,84,0,0
57,38,52,1,0
70,32,39,0,1
97,31,64,1,0
79,40,91,0,1
58,38,78,1,0
43,20,42,0,1
87,21,95,1,0
43,17,57,1,0
79,21,55,0,1
97,31,38,0,0
51,36,52,0,1
70,41,43,0,1
95,42,45,0,0
74,33,38,1,0
52,19,90,0,1
63,21,64,1,0
30,31,33,0,1
78,42,71,0,1
87,24,57,0,0
42,34,71,0,1
46,40,45,0,1
90,29,55,1,0
81,35,98,1,0
63,27,55,1,0
46,18,50,0,1
95,37,49,0,0
65,17,81,0,1
77,21,43,1,0
48,19,96,1,0
80,26,77,0,1
79,19,72,1,0
34,40,60,0,1
54,30,71,1,0
69,30,74,0,1
97,21,89,0,0
30,28,45,1,0
75,36,75,1,0
93,34,82,1,0
76,39,52,0,1
71,19,73,0,1
67,23,63,0,1
68,34,86,1,0
48,29,43,1,0
32,19,47,0,1
84,41,68,1,0
33,20,76,1,0
48,34,39,0,1
56,35,39,0,1
93,25,85,0,0
82,17,61,1,0
53,29,97,1,0
46,19,63,1,0
94,27,83,1,0
56,38,74,0,1
94,25,84,0,0
72,34,84,0,1
93,39,71,1,0
40,23,89,1,0
70,18,88,1,0
94,24,92,1,0
67,41,58,1,0
83,38,43,0,0
36,31,55,1,0
65,35,92,0,1
73,29,97,0,1
79,21,41,0,1
72,28,96,0,1
58,27,32,0,1
38,35,46,0,1
36,30,80,1,0
51,17,45,0,1
81,36,36,1,0
37,41,60,1,0
52,17,90,1,0
64,38,49,0,1
95,18,30,1,0
49,32,52,0,1
53,29,92,1,0
78,24,33,0,1
96,37,50,1,0
96,30,67,0,0
54,38,40,1,0
50,23,87,0,1
65,23,85,0,1
74,30,99,1,0
32,39,90,0,1
99,32,90,1,0
38,31,61,0,1
49,38,39,0,1
32,36,57,0,1
92,29,75,1,0
93,22,69,1,0
74,36,33,1,0
65,25,65,1,0
40,36,93,0,1
38,39,66,0,1
66,19,76,1,0
70,34,51,0,1
34,36,66,1,0
46,41,92,0,1
34,21,65,1,0
67,19,96,0,1
59,27,69,1,0
67,31,87,1,0
55,42,52,1,0
36,33,90,1,0
77,39,89,0,1
78,18,62,1,0
30,42,82,0,1
95,32,35,1,0
33,39,30,0,1
77,38,88,1,0
95,32,91,0,0
68,36,62,0,1
54,42,99,1,0
53,42,39,1,0
89,39,82,1,0
70,24,88,1,0
89,30,43,1,0
100,34,68,0,0
48,28,83,1,0
92,34,76,0,0
83,30,82,1,0
45,42,66,0,1
35,25,81,1,0
43,28,62,1,0
68,25,72,1,0
72,26,78,0,1
77,40,53,1,0
34,42,88,1,0
89,23,95,1,0
95,34,37,0,0
60,40,87,0,1
30,20,82,0,1
35,35,36,1,0
51,25,72,1,0
38,19,85,0,1
71,18,82,1,0
42,20,67,0,1
89,42,82,1,0
86,25,81,1,0
47,41,76,1,0
47,30,32,1,0
100,41,83,1,0
87,41,43,0,0
32,30,67,0,1
41,30,78,1,0
100,40,77,0,0
53,31,62,1,0
43,31,79,1,0
31,39,50,0,1
80,41,100,0,1
54,22,58,1,0
94,37,66,0,0
52,27,99,0,1
32,20,32,0,1
46,32,95,0,1
78,36,96,1,0
36,42,92,0,1
92,32,49,0,0
87,24,99,1,0
46,40,99,1,0
75,32,72,0,1
95,30,86,1,0
35,33,88,0,1
57,22,83,0,1
56,21,92,0,1
98,42,99,1,0
92,20,54,0,0
48,27,60,1,0
64,17,82,1,0
94,34,88,0,0
84,31,59,0,0
66,26,80,0,1
46,33,68,0,1
55,32,79,1,0
98,33,50,1,0
55,17,88,0,1
60,33,62,0,1
66,36,59,1,0
41,20,58,0,1
70,39,96,1,0
36,27,100,1,0
41,40,69,1,0
56,20,96,0,1
91,18,75,0,0
38,20,68,0,1
73,32,98,1,0
38,30,59,0,1
47,19,64,0,1
82,31,84,0,0
44,40,47,1,0
90,37,81,1,0
65,38,48,0,1
31,29,55,1,0
31,39,55,1,0
87,36,35,0,0
35,21,80,0,1
66,37,37,1,0
99,31,58,1,0
82,41,90,1,0
40,31,60,0,1
97,20,99,0,0
65,40,58,0,1
77,25,77,0,1
59,30,84,1,0
43,41,81,0,1
64,38,50,0,1
100,36,48,1,0
81,31,64,1,0
52,29,68,0,1
32,42,75,0,1
49,23,64,0,1
52,37,45,0,1
81,21,45,1,0
44,29,45,0,1
67,22,99,0,1
72,41,43,0,1
56,18,49,0,1
58,34,68,1,0
73,24,61,1,0
87,20,48,0,0
91,38,91,0,0
59,20,96,0,1
91,17,83,0,0
89,34,57,1,0
92,29,41,1,0
64,31,97,1,0
44,41,45,0,1
45,31,95,0,1
39,35,52,0,1
88,20,79,0,0
65,22,40,1,0
93,41,71,0,0
73,20,69,0,1
86,35,90,1,0
71,22,61,0,1
59,39,50,0,1
74,31,35,1,0
97,29,63,0,0
56,33,92,1,0
32,24,63,1,0
35,21,65,0,1
33,33,82,0,1
73,38,32,1,0
57,41,45,0,1
37,25,62,1,0
42,21,33,0,1
55,18,48,1,0
51,25,47,0,1
67,34,44,0,1
97,32,35,0,0
59,20,53,1,0
59,22,51,0,1
72,31,30,0,1
60,42,60,0,1
93,40,33,0,0
98,28,52,1,0
88,37,73,1,0
32,17,83,1,0
96,29,100,0,0
64,30,82,1,0
78,36,100,1,0
67,40,63,1,0
60,26,77,0,1
77,39,36,1,0
45,39,85,1,0
69,30,39,1,0
75,38,47,0,1
65,20,99,0,1
56,34,33,1,0
31,42,61,1,0
70,34,58,0,1
91,33,62,1,0
72,38,78,1,0
81,25,91,0,0
38,31,57,0,1
75,29,35,0,1
40,23,44,0,1
86,38,66,0,0
48,35,70,0,1
45,34,31,0,1
51,21,47,1,0
92,30,65,1,0
45,23,57,1,0
89,29,58,0,0
44,41,56,0,1
80,35,100,0,1
32,39,75,0,1
73,35,43,1,0
94,22,49,0,0
50,35,30,1,0
88,22,74,0,0
35,33,89,1,0
42,41,100,0,1
43,25,75,0,1
39,25,63,1,0
61,26,67,0,1
68,41,43,1,0
78,29,86,1,0
80,41,96,0,1
97,37,100,1,0
40,41,58,0,1
46,18,94,1,0
98,26,78,1,0
100,20,96,0,0
46,35,74,1,0
81,41,31,0,0
81,30,84,0,0
34,26,34,0,1
37,38,60,1,0
45,38,40,1,0
74,42,83,1,0
36,22,85,0,1
57,37,31,1,0
80,26,68,1,0
100,36,90,0,0
100,35,45,0,0
93,23,99,0,0
47,32,41,0,1
33,32,50,0,1
100,27,41,1,0
50,25,33,1,0
67,23,39,1,0
94,21,32,0,0
88,27,82,0,0
56,34,31,0,1
73,41,73,1,0
31,24,49,0,1
33,23,48,0,1
31,35,73,1,0
40,42,30,0,1
58,36,45,0,1
54,20,86,1,0
47,29,49,0,1
100,17,97,1,0
67,33,94,1,0
64,29,30,1,0
58,17,63,1,0
60,20,74,1,0
58,22,85,0,1
87,24,31,0,0
77,23,30,0,1
58,40,96,1,0
80,34,77,0,1
54,34,90,0,1
45,32,98,1,0
79,40,60,0,1
92,27,77,1,0
31,30,39,0,1
79,22,62,1,0
85,29,68,0,0
90,37,91,0,0
54,19,57,1,0
71,19,83,0,1
90,38,87,0,0
49,31,33,0,1
81,29,48,0,0
41,29,65,1,0
81,17,47,0,0
49,41,44,0,1
62,21,91,0,1
30,37,79,0,1
68,34,49,1,0
55,31,93,0,1
54,21,49,0,1
53,29,33,0,1
63,21,46,1,0
46,38,34,1,0
80,21,92,1,0
90,42,90,1,0
55,20,44,0,1
77,21,43,1,0
69,33,74,1,0
77,24,64,0,1
96,42,36,0,0
73,21,53,1,0
89,34,68,1,0
34,20,96,1,0
42,42,92,0,1
86,32,99,1,0
61,38,31,1,0
75,20,91,1,0
99,33,80,0,0
85,27,51,1,0
69,26,51,1,0
49,29,91,1,0
38,23,80,0,1
66,40,37,1,0
86,31,54,0,0
65,18,93,0,1
46,40,99,1,0
58,27,38,1,0
30,22,38,1,0
43,35,45,1,0
49,29,37,1,0
81,35,87,0,0
47,39,98,1,0
95,33,94,0,0
43,31,77,0,1
95,35,88,0,0
82,30,99,0,0
96,22,99,1,0
81,25,99,1,0
60,40,57,1,0
96,17,87,1,0
63,21,89,0,1
93,36,83,0,0
59,25,81,0,1
70,19,58,1,0
52,24,44,1,0
62,35,55,0,1
69,18,79,1,0
49,28,49,1,0
37,36,66,1,0
31,23,99,0,1
31,39,36,0,1
67,20,60,0,1
65,34,46,0,1
59,27,80,0,1
94,37,89,1,0
42,40,50,1,0
95,25,95,1,0
70,20,53,0,1
60,36,81,0,1
40,28,70,0,1
41,27,92,0,1
78,31,58,1,0
58,26,67,1,0
97,21,51,1,0
41,32,43,1,0
40,19,71,1,0
71,41,48,0,1
33,30,81,1,0
57,38,83,0,1
41,41,85,0,1
73,26,65,0,1
90,22,46,0,0
97,36,92,0,0
86,39,68,0,0
56,17,85,1,0
38,22,46,1,0
34,22,42,1,0
62,29,81,0,1
97,25,99,1,0
98,41,78,1,0
68,20,88,0,1
76,21,88,0,1
38,30,98,1,0
75,22,41,0,1
51,26,86,0,1
54,28,72,1,0
54,30,37,1,0
78,26,90,0,1
37,38,50,0,1
30,19,47,1,0
46,35,100,0,1
90,25,35,0,0
61,29,78,1,0
40,37,32,1,0
75,21,97,1,0
72,32,35,0,1
87,34,37,1,0
67,40,37,0,1
48,37,35,0,1
73,27,70,0,1
47,23,56,0,1
96,19,90,1,0
35,40,51,1,0
64,29,45,1,0
77,28,59,1,0
86,31,32,0,0
87,31,91,1,0
96,23,88,1,0
82,18,60,1,0
31,30,82,1,0
49,31,76,1,0
69,34,79,1,0
81,36,94,0,0
65,21,37,1,0
41,37,43,0,1
91,39,53,0,0
46,26,37,1,0
68,41,68,0,1
91,37,47,0,0
44,29,92,1,0
84,20,76,1,0
32,20,81,1,0
66,35,49,1,0
37,33,38,1,0
89,42,54,0,0
96,38,86,1,0
44,38,56,1,0
91,30,83,1,0
71,29,41,0,1
87,30,78,1,0
45,18,39,1,0
95,32,87,1,0
69,28,94,0,1
30,38,91,1,0
88,36,82,0,0
66,31,53,1,0
36,23,68,0,1
63,33,68,0,1
68,18,40,0,1
89,35,73,0,0
31,25,55,0,1
100,26,74,0,0
32,38,79,1,0
100,26,54,1,0
35,18,70,1,0
58,31,42,0,1
38,28,71,0,1
60,18,52,0,1
54,34,100,1,0
75,42,64,1,0
34,31,76,1,0
82,25,82,1,0
91,40,75,0,0
61,42,41,1,0
58,24,37,0,1
45,31,90,0,1
52,18,99,1,0
97,18,72,0,0
92,25,59,1,0
83,33,34,0,0
68,26,48,1,0
77,34,75,0,1
47,37,91,0,1
78,18,61,0,1
84,19,52,1,0
43,31,73,1,0
81,39,44,0,0
45,27,63,0,1
61,29,96,1,0
54,24,38,1,0
64,35,49,1,0
94,19,79,1,0
93,17,37,0,0
82,30,78,0,0
66,38,92,0,1
97,18,84,0,0
95,18,99,0,0
75,27,34,1,0
78,31,41,1,0
99,22,72,0,0
88,18,31,1,0
94,39,52,1,0
52,32,89,0,1
49,19,50,0,1
68,25,32,1,0
76,38,83,1,0
56,28,80,0,1
58,33,49,1,0
99,24,37,1,0
40,30,31,0,1
74,31,55,0,1
64,36,30,1,0
58,32,62,1,0
64,24,35,1,0
88,26,60,0,0
51,20,89,1,0
43,19,65,1,0
48,41,97,1,0
62,42,61,1,0
54,38,86,0,1
63,42,67,0,1
74,22,94,1,0
54,30,34,1,0
56,26,96,0,1
81,24,32,0,0
61,33,44,0,1
89,23,68,1,0
81,37,54,1,0
42,30,31,1,0
49,24,62,0,1
57,37,92,0,1
65,40,69,0,1
84,39,46,1,0
71,27,32,1,0
80,27,61,0,1
55,22,30,1,0
35,28,61,0,1
45,18,74,1,0
78,26,67,0,1
39,23,83,1,0
92,41,69,0,0
53,35,50,1,0
63,28,62,1,0
61,31,99,0,1
56,32,38,1,0
96,17,97,1,0
46,29,34,0,1
73,36,98,1,0
52,29,36,0,1
51,26,57,1,0
67,27,65,0,1
37,29,59,0,1
31,38,60,1,0
37,23,93,1,0
36,41,77,0,1
95,35,40,1,0
91,27,77,0,0
67,21,30,0,1
45,28,75,0,1
59,21,52,0,1
68,38,34,0,1
83,28,71,0,0
96,28,76,1,0
76,42,32,1,0
39,39,72,1,0
89,39,64,1,0
66,40,40,1,0
78,21,30,1,0
38,34,33,0,1
33,29,45,1,0
40,33,61,0,1
40,28,88,1,0
35,20,99,0,1
78,39,32,0,1
90,35,72,0,0
79,18,81,1,0
38,27,56,1,0
42,42,92,0,1
57,36,47,0,1
70,42,45,1,0
33,22,98,0,1
65,22,92,1,0
72,17,69,0,1
53,24,46,1,0
71,28,77,1,0
32,19,71,0,1
54,38,36,1,0
47,33,59,1,0
81,20,37,0,0
85,35,30,0,0
81,33,56,1,0
61,32,38,1,0
89,25,99,0,0
67,35,40,0,1
94,18,100,1,0
75,30,53,1,0
82,36,80,1,0
48,37,63,0,1
95,42,66,0,0
49,25,95,0,1
94,31,36,0,0
89,20,30,0,0
84,22,62,0,0
37,35,64,0,1
48,24,78,1,0
50,32,99,1,0
80,41,59,0,1
41,29,59,1,0
30,19,57,1,0
58,23,40,1,0
31,18,95,1,0
94,29,76,0,0
55,21,72,0,1
81,23,62,0,0
53,26,59,0,1
84,39,99,0,0
49,22,31,1,0
40,18,37,1,0
59,39,31,1,0
49,25,70,1,0
69,19,30,1,0
56,42,55,0,1
34,42,100,0,1
72,37,43,0,1
35,34,91,1,0
93,20,60,1,0
43,39,87,0,1
54,34,68,0,1
98,31,66,0,0
47,17,76,1,0
41,24,32,1,0
42,27,72,0,1
100,34,94,0,0
47,40,99,0,1
100,40,33,1,0
73,22,71,1,0
96,32,31,0,0
85,41,91,1,0
88,29,41,1,0
94,21,42,0,0
46,18,67,0,1
100,26,55,1,0
98,30,64,1,0
87,38,31,0,0
76,41,55,1,0
67,34,83,0,1
97,21,72,0,0
44,25,36,1,0
33,40,59,1,0
78,27,40,0,1
91,32,86,1,0
63,33,78,0,1
80,34,52,0,1
83,39,56,0,0
92,28,37,1,0
62,35,75,1,0
96,34,37,1,0
74,40,37,0,1
82,29,67,0,0
99,33,89,1,0
68,33,44,0,1
39,21,32,0,1
62,41,81,0,1
57,17,73,0,1
38,29,61,0,1
55,40,95,1,0
40,17,38,1,0
33,35,50,1,0
39,28,94,1,0
70,29,77,0,1
36,23,70,1,0
73,41,87,1,0
36,32,88,1,0
72,38,92,1,0
87,27,61,0,0
79,42,66,0,1
75,28,49,1,0
53,28,85,1,0
70,26,65,1,0
36,17,60,0,1
49,28,95,1,0
57,28,65,1,0
45,38,63,0,1
70,38,85,0,1
73,22,60,1,0
33,31,37,0,1
75,20,61,0,1
52,28,42,1,0
61,38,95,1,0
82,31,83,0,0
68,28,41,1,0
83,36,39,1,0
77,39,48,0,1
71,32,90,0,1
88,29,87,0,0
33,34,98,1,0
98,23,71,0,0
68,17,86,1,0
73,17,54,0,1
57,29,81,0,1
42,32,56,0,1
40,42,42,0,1
49,31,50,0,1
71,20,80,0,1
31,19,32,0,1
39,20,75,1,0
33,17,55,1,0
46,21,51,1,0
68,40,51,1,0
93,41,68,0,0
79,20,92,1,0
30,42,92,0,1
72,31,100,1,0
78,22,80,1,0
63,34,90,1,0
84,26,62,1,0
48,37,97,0,1
44,27,36,1,0
80,32,39,1,0
35,31,65,0,1
41,18,35,0,1
77,20,34,1,0
36,37,70,0,1
36,23,49,0,1
37,19,44,1,0
75,31,39,0,1
67,38,90,0,1
90,27,69,0,0
66,38,76,1,0
48,30,87,0,1
75,38,46,0,1
92,40,32,0,0
99,17,55,1,0
51,35,87,1,0
75,38,94,1,0
88,37,72,0,0
86,26,83,0,0
42,22,31,0,1
69,41,96,1,0
34,28,92,1,0
37,20,51,0,1
55,32,76,1,0
30,35,84,1,0
42,40,93,1,0
47,31,77,1,0
94,19,79,1,0
58,25,74,0,1
48,17,55,1,0
38,29,65,1,0
53,29,36,0,1
57,35,84,1,0
45,20,39,0,1
31,17,30,1,0
55,19,98,1,0
68,19,97,0,1
44,22,40,1,0
70,35,46,1,0
48,31,73,1,0
31,26,43,0,1
50,40,74,0,1
83,30,71,1,0
69,36,97,0,1
51,19,39,0,1
55,26,37,0,1
92,37,96,1,0
58,34,50,0,1
85,33,50,1,0
96,27,93,1,0
38,29,41,1,0
57,28,41,1,0
97,23,64,0,0
61,36,56,1,0
69,22,62,0,1
97,36,45,1,0
59,19,55,1,0
70,38,45,0,1
30,27,98,1,0
45,29,39,0,1
89,30,36,0,0
82,18,74,0,0
80,41,54,0,1
91,31,33,1,0
88,24,77,1,0
56,33,45,0,1
47,25,71,1,0
95,21,52,0,0
75,37,82,0,1
74,37,55,1,0
92,35,37,1,0
83,39,47,0,0
61,21,93,1,0
92,31,81,0,0
69,40,79,0,1
69,22,34,0,1
96,28,41,1,0
82,38,71,1,0
68,36,38,0,1
50,23,61,1,0
46,19,89,0,1
88,38,30,1,0
